Key,english
modscopeLeupoldMark4HamrDesc,"Weight: [FFFFFF]0.411kg[-]\n\nHas a built-in [4FBE28]CQB Sight[-]\n\nUse the Light Source ([D3CE1D][action:permanent:ToggleFlashlight][action:local:ToggleFlashlight][-]) action to switch sights.\n\nCompatibility: most firearms"
modscopeSIGBravo4,"[004CFF]SIG Sauer BRAVO4 4x30 Scope[-]"
modscopeSIGBravo4Desc,"Weight: [FFFFFF]0.419kg[-]\n\nHas a built-in [4FBE28]CQB Sight[-]\n\nUse the Light Source ([D3CE1D][action:permanent:ToggleFlashlight][action:local:ToggleFlashlight][-]) action to switch sights.\n\nCompatibility: most firearms"
modscopeValdayPS320,"[004CFF]Valday PS-320 1/6x Scope[-]"
modscopeValdayPS320Desc,"Weight: [FFFFFF]0.570kg[-]\n\nCompatibility: most firearms"
modscopeSBPMII18x2430mm,"[004CFF]Schmidt & Bender PM II 1-8x24 Scope[-]"
modscopeSBPMII18x2430mmDesc,"Weight: [FFFFFF]1.139kg[-]\n\nHas a built-in [4FBE28]CQB Sight[-]\n\nUse the Light Source ([D3CE1D][action:permanent:ToggleFlashlight][action:local:ToggleFlashlight][-]) action to switch sights.\n\nCompatibility: most firearms"
modscopeSBPMII320x5034mm,"[004CFF]Schmid & Bender PM II 3-20x50 Scope[-]"
modscopeSBPMII320x5034mmDesc,"Weight: [FFFFFF]1.240kg[-]\n\nHas a built-in [4FBE28]CQB Sight[-]\n\nUse the Light Source ([D3CE1D][action:permanent:ToggleFlashlight][action:local:ToggleFlashlight][-]) action to switch sights.\n\nCompatibility: most firearms"
modscopeSBPMII525x5634mm,"[004CFF]Schmidt & Bender PM II 5-25x56 Scope[-]"
modscopeSBPMII525x5634mmDesc,"Weight: [FFFFFF]1.420kg[-]\n\nHas a built-in [4FBE28]CQB Sight[-]\n\nUse the Light Source ([D3CE1D][action:permanent:ToggleFlashlight][action:local:ToggleFlashlight][-]) action to switch sights.\n\nCompatibility: most firearms"
modscopeBFTac3014x2430mm,"[004CFF]Burris Fullfield TAC30 1-4x24 Scope[-]"
modscopeBFTac3014x2430mmDesc,"Weight: [FFFFFF]0.726kg[-]\n\nHas a built-in [4FBE28]CQB Sight[-]\n\nUse the Light Source ([D3CE1D][action:permanent:ToggleFlashlight][action:local:ToggleFlashlight][-]) action to switch sights.\n\nCompatibility: most firearms"
modscopeEOTVudu16x2430mm,"[004CFF]EOTech Vudu 1-6x24 Scope[-]"
modscopeEOTVudu16x2430mmDesc,"Weight: [FFFFFF]0.816kg[-]\n\nHas a built-in [4FBE28]CQB Sight[-]\n\nUse the Light Source ([D3CE1D][action:permanent:ToggleFlashlight][action:local:ToggleFlashlight][-]) action to switch sights.\n\nCompatibility: most firearms"
modscopeLeupoldMark4LR30mm,"[004CFF]Leupold Mark4 LR 6.5-20x50 Scope[-]"
modscopeLeupoldMark4LR30mmDesc,"Weight: [FFFFFF]0.870kg[-]\n\nHas a built-in [4FBE28]CQB Sight[-]\n\nUse the Light Source ([D3CE1D][action:permanent:ToggleFlashlight][action:local:ToggleFlashlight][-]) action to switch sights.\n\nCompatibility: most firearms"
modscopeMarchTactical30mm,"[004CFF]March Tactical 3-24x42 Scope[-]"
modscopeMarchTactical30mmDesc,"Weight: [FFFFFF]0.890kg[-]\n\nHas a built-in [4FBE28]CQB Sight[-]\n\nUse the Light Source ([D3CE1D][action:permanent:ToggleFlashlight][action:local:ToggleFlashlight][-]) action to switch sights.\n\nCompatibility: most firearms"
modscopeSIGTango6T16x2430mm,"[004CFF]SIG Sauer TANGO6T 1-6x24 Scope[-]"
modscopeSIGTango6T16x2430mmDesc,"Weight: [FFFFFF]0.876kg[-]\n\nHas a built-in [4FBE28]CQB Sight[-]\n\nUse the Light Source ([D3CE1D][action:permanent:ToggleFlashlight][action:local:ToggleFlashlight][-]) action to switch sights.\n\nCompatibility: most firearms"
modscopeRazorHDGen216x2430mm,"[004CFF]Vortex Razor HD Gen.2 1-6x24 Scope[-]"
modscopeRazorHDGen216x2430mmDesc,"Weight: [FFFFFF]0.820kg[-]\n\nHas a built-in [4FBE28]CQB Sight[-]\n\nUse the Light Source ([D3CE1D][action:permanent:ToggleFlashlight][action:local:ToggleFlashlight][-]) action to switch sights.\n\nCompatibility: most firearms"
modscopeNFATACR735x5634mm,"[004CFF]Nightforce ATACR 7-35x56 Scope[-]"
modscopeNFATACR735x5634mmDesc,"Weight: [FFFFFF]1.363kg[-]\n\nHas a built-in [4FBE28]CQB Sight[-]\n\nUse the Light Source ([D3CE1D][action:permanent:ToggleFlashlight][action:local:ToggleFlashlight][-]) action to switch sights.\n\nCompatibility: most firearms"
modscopeHensoldtFF416x5634mm,"[004CFF]Hensoldt FF 4-16x56 Scope[-]"
modscopeHensoldtFF416x5634mmDesc,"Weight: [FFFFFF]1.150kg[-]\n\nHas a built-in [4FBE28]CQB Sight[-]\n\nUse the Light Source ([D3CE1D][action:permanent:ToggleFlashlight][action:local:ToggleFlashlight][-]) action to switch sights.\n\nCompatibility: most firearms"
modscopeNCStarADO,"[004CFF]NcSTAR ADO P4 3-9x42 Hybrid Scope[-]"
modscopeNCStarADODesc,"Weight: [FFFFFF]0.595kg[-]\n\nHas a built-in [4FBE28]CQB Sight[-]\n\nUse the Light Source ([D3CE1D][action:permanent:ToggleFlashlight][action:local:ToggleFlashlight][-]) action to switch sights.\n\nCompatibility: most firearms"
modscopeKMZ1p69Weaver,"[004CFF]KMZ 1P69 3-10x Scope Weaver[-]"
modscopeKMZ1p69WeaverDesc,"Weight: [FFFFFF]0.940kg[-]\n\nCompatibility: most firearms"
modscopeKMZ1p69Dovetail,"[004CFF]KMZ 1P69 3-10x Scope Dovetail[-]"
modscopeKMZ1p69DovetailDesc,"Weight: [FFFFFF]0.940kg[-]\n\nCompatibility: most firearms"

modmag_ppsh_zis_std_762x25_71,"[BB00FF]PPSh 71-Round Magazine"
modmag_ppsh_zis_std_762x25_71Desc,"\nMagazine Size: [4FBE28]71[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: PPSH-41"
modmag_tt_custom_drum_762x25_75,"[BB00FF]TT-33 75-Round Drum Magazine"
modmag_tt_custom_drum_762x25_75Desc,"\nMagazine Size: [4FBE28]75[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: TT-33"
modmag_pm_custom_9x18pm_84,"[BB00FF]PM 84-Round Magazine"
modmag_pm_custom_9x18pm_84Desc,"\nMagazine Size: [4FBE28]84[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: PM"
modmag_kedr_custom_9x18pm_75,"[BB00FF]KEDR 75-Round Magazine"
modmag_kedr_custom_9x18pm_75Desc,"\nMagazine Size: [4FBE28]75[-]"
modmag_pp_19_01_f5mfg_kr9_drum_mag_9x19_50,"[BB00FF]MPX 50-Round Drum Magazine[-]"
modmag_pp_19_01_f5mfg_kr9_drum_mag_9x19_50Desc,"\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+10%[-]\n\nCompatibility: SIG MPX"
modmag_sr2m_custom_taped_9x21_60,"[BB00FF]SR-2M 60-Round Taped Magazine[-]"
modmag_sr2m_custom_taped_9x21_60Desc,"\nMagazine Size: [4FBE28]60[-]\nReload Time: [FF4F33]+10%[-]\n\nCompatibility: SR-2M"
modmag_uzi_iwi_9x19_50,"[BB00FF]Uzi Iwi 50-Round Magazine"
modmag_uzi_iwi_9x19_50Desc,"\nMagazine Size: [4FBE28]50[-]"
modmag_mp5_x_products_x_5_9x19_50,"[004CFF]MP5 50-Round Drum Magazine[-]"
modmag_mp5_x_products_x_5_9x19_50Desc,"\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+10%[-]\n\nCompatibility: MP5K," MP5," MP5SD"
modmag_uzi_beta_cmag_9x19_100,"[BB00FF]UZI Custom 100-Round C-Mag[-]"
modmag_uzi_beta_cmag_9x19_100Desc,"\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: MP-9N," UZI," UZI Pro SMG"
modmag_glock_glock_big_stick_9x19_33,"[BB00FF]Big Stick' Glock 33-Round Magazine (9mm)"
modmag_glock_glock_big_stick_9x19_33Desc,"\nMagazine Size: [4FBE28]33[-]\n\nCompatibility: Glock 17," Glock 18C"
modmag_glock_sgmt_glock_drum_50_9x19_50,"[004CFF]Glock 50-Round Drum Magazine (9mm)[-]"
modmag_glock_sgmt_glock_drum_50_9x19_50Desc,"\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+10%[-]\n\nCompatibility: Glock 17," Glock 18C," Vector 9," STM-9"
modmag_glock_beta_cmag_9x19_100,"[BB00FF]Glock 100-Round C-Mag (9mm)[-]"
modmag_glock_beta_cmag_9x19_100Desc,"\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: Glock 17," Glock 18C," Vector 9," STM-9"
modmag_mpx_tti_sig_mag_w_base_pad_9x19_41,"[BB00FF]MPX 41-Round Magazine[-]"
modmag_mpx_tti_sig_mag_w_base_pad_9x19_41Desc,"\nMagazine Size: [4FBE28]41[-]\n\nCompatibility: SIG MPX"
modmag_mpx_f5_mpx_drum_9x19_50,"[BB00FF]MPX 50-Round Drum Magazine[-]"
modmag_mpx_f5_mpx_drum_9x19_50Desc,"\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+10%[-]\n\nCompatibility: SIG MPX"
modmag_ump45_omnitech_casket_45acp_50,"[004CFF]UMP 50-Round Casket Magazine[-]"
modmag_ump45_omnitech_casket_45acp_50Desc,"\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+10%[-]\n\nCompatibility: UMP 45"
modmag_ump45_custom_cmag_45acp_100,"[BB00FF]UMP 100-Round C-Mag[-]"
modmag_ump45_custom_cmag_45acp_100Desc,"\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: UMP 45"
modmag_thompson_m1921a_drum_45acp_100,"[BB00FF]Thompson 100-Round Drum Magazine[-]"
modmag_thompson_m1921a_drum_45acp_100Desc,"\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: Thompson"
modmag_kriss_vector_omnitech_v50_45acp_50,"[BB00FF]Kriss 'Vector' v50 50 round Magazine"
modmag_kriss_vector_omnitech_v50_45acp_50Desc,"\nMagazine Size: [4FBE28]50[-]"
modmag_glock_beta_cmag_45acp_100,"[BB00FF]Glock 100-Round C-Mag (.45acp)[-]"
modmag_glock_beta_cmag_45acp_100Desc,"\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: Glock"
modmag_mp7_hk_std_46x30_40,"[BB00FF]MP7 40-Round Standard Magazine[-]"
modmag_mp7_hk_std_46x30_40Desc,"\nMagazine Size: [4FBE28]40[-]\n\nCompatibility: MP7A1"
modmag_mp7_custom_box_46x30_90,"MP7 90-Round Magazine[-]"
modmag_mp7_custom_box_46x30_90Desc,"\nMagazine Size: [4FBE28]90[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: MP7A1"
modmag_p90_custom_zaku_drum_57x28_100,"[BB00FF]P90 'Zaku' 100-rd magazine[-]"
modmag_p90_custom_zaku_drum_57x28_100Desc,"\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: FN P90"
modmag_p90_custom_zaku_drum_57x28_135,"[BB00FF]P90 'Zaku' 135-rd magazine[-]"
modmag_p90_custom_zaku_drum_57x28_135Desc,"\nMagazine Size: [4FBE28]135[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: FN P90"
modmag_p90_custom_zaku_drum_57x28_200,"[FFD700]P90 'Zaku' 200-Round Magazine[-]"
modmag_p90_custom_zaku_drum_57x28_200Desc,"\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: FN P90"
modmag_ak74_izhmash_6L18_545x39_45,"[004CFF]AK-74 45-Round Magazine[-]"
modmag_ak74_izhmash_6L18_545x39_45Desc,"\nMagazine Size: [4FBE28]45[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: Firearms chambered in 5.45×39"
modmag_ak74_izhmash_6L31_545x39_60,"[BB00FF]AK-74 6L31 60-Round Magazine[-]"
modmag_ak74_izhmash_6L31_545x39_60Desc,"\nMagazine Size: [4FBE28]60[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: Firearms chambered in 5.45×39"
modmag_ak_izhmash_rpk16_drum_545x39_95,"[FFD700]RPK-16 95-Round Drum Magazine[-]"
modmag_ak_izhmash_rpk16_drum_545x39_95Desc,"\nMagazine Size: [4FBE28]95[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: Firearms chambered in 5.45×39"
modmag_sks_promag_aalvx35_762x39_35,"[09FF00]SKS 35-Round Magazine[-]"
modmag_sks_promag_aalvx35_762x39_35Desc,"\nMagazine Size: [4FBE28]35[-]\n\nCompatibility: SKS"
modmag_sks_kci_drum_762x39_75,"[BB00FF]SKS 75-Round Drum Magazine[-]"
modmag_sks_kci_drum_762x39_75Desc,"\nMagazine Size: [4FBE28]75[-]\n\nCompatibility: SKS"
modmag_ak_izhmash_rpk_std_61_sector_762x39_40,"[09FF00]AK-47 40-Round Magazine[-]"
modmag_ak_izhmash_rpk_std_61_sector_762x39_40Desc,"\nMagazine Size: [4FBE28]40[-]\n\nCompatibility: AKMN"
modmag_ak_x_products_x_47_drum_762x39_50,"[004CFF]AK 50-Round Magazine[-]"
modmag_ak_x_products_x_47_drum_762x39_50Desc,"\nMagazine Size: [4FBE28]50[-]"
modmag_ak_molot_rpk_drum_762x39_75,"[BB00FF]AK-47 Molot 75-Round Drum Magazine[-]"
modmag_ak_molot_rpk_drum_762x39_75Desc,"\nMagazine Size: [4FBE28]75[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: Firearms chambered in 7.62×39"
modmag_ak_steel_drum_762x39_100,"[FFD700]AK-47 100-Round Magazine[-]"
modmag_ak_steel_drum_762x39_100Desc,"\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: Firearms chambered in 7.62×39"
modmag_rpd_custom_box_762x39_200,"[FFD700]RPD 200-Round Box Magazine[-]"
modmag_rpd_custom_box_762x39_200Desc,"\nMagazine Size: [4FBE28]200[-]\nReload Time: [FF4F33]+25%[-]\n\nCompatibility: RPD"
modmag_ar10_xmag_762x51_35,"[FFD700]AR10(XMAG) 35-Round Magazine[-]"
modmag_ar10_xmag_762x51_35Desc,"nMagazine Size: [4FBE28]35[-]"
modmag_fal_ds_arms_fal_sa58_762x51_30,"[004CFF]SA58/FAL/SLR 30-Round Magazine (7.62×51)[-]"
modmag_fal_ds_arms_fal_sa58_762x51_30Desc,"\nMagazine Size: [4FBE28]30[-]\n\nCompatibility: FN FAL," RFB"
modmag_fal_x_products_x_fal_762x51_50,"[BB00FF]SA58/FAL X-FAL 50-Round Drum Magazine (7.62×51)[-]"
modmag_fal_x_products_x_fal_762x51_50Desc,"\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: FN FAL"
modmag_m14_x_products_drum_magazine_m14_762x51_50,"[BB00FF]M14 X-14 50-Round Drum Magazine (7.62×51)[-]"
modmag_m14_x_products_drum_magazine_m14_762x51_50Desc,"\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: M1A EBR," M14 SASS"
modmag_ar10_x_products_x_25_drum_762x51_50,"[BB00FF]AR10 50-Round Drum Magazine (7.62×51)[-]"
modmag_ar10_x_products_x_25_drum_762x51_50Desc,"\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: M1A EBR," M14 SASS"
modmag_mk17_scar_h_cmag_100,"[FFD700]MK17 'Scar H' 100-Round C-Mag (7.62×51)[-]"
modmag_mk17_scar_h_cmag_100Desc,"\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]"
modmag_m14_beta_cmag_762x51_100,"[FFD700]100-Round C-Mag (7.62×51)[-]"
modmag_m14_beta_cmag_762x51_100Desc,"\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]"
modmag_m60_custom_welded_tribox_762x51_250,"[FFD700]M60 250-Round Welded TriBox Magazine[-]"
modmag_m60_custom_welded_tribox_762x51_250Desc,"\nMagazine Size: [4FBE28]250[-]\nReload Time: [FF4F33]+26%[-]\n\nCompatibility: M60E6"
modmag_svd_izhmash_svd_std_762x54_20,"[004CFF]SVDS 20-Round Magazine[-]"
modmag_svd_izhmash_svd_std_762x54_20Desc,"\nMagazine Size: [4FBE28]20[-]\n\nCompatibility: SVDS 'Dragunov'"
modmag_svd_makeshift_drum_762x54R_55,"[BB00FF]SVDS 55-Round Magazine[-]"
modmag_svd_makeshift_drum_762x54R_55Desc,"\nMagazine Size: [4FBE28]55[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: SVDS 'Dragunov'"
modmag_pk_custom_box_762x54r_200,"[FFD700]PK 200-Round Box Magazine[-]"
modmag_pk_custom_box_762x54r_200Desc,"\nMagazine Size: [4FBE28]200[-]\nReload Time: [FF4F33]+25%[-]\n\nCompatibility: PKP Pecheneg"
modmag_aug_steyr_std_556x45_42,"[004CFF]AUG 42-Round Magazine[-]"
modmag_aug_steyr_std_556x45_42Desc,"\nMagazine Size: [4FBE28]42[-]\n\nCompatibility: AUG A3"
modmag_aug_magpul_pmag_d_60_556x45_60,"[004CFF]AUG 'Magpul' 40-Round Magazine[-]"
modmag_aug_magpul_pmag_d_60_556x45_60Desc,"\nMagazine Size: [4FBE28]60[-]"
modmag_stanag_magpul_pmag_gen_m3_556x45_40,"[004CFF]STANAG 40-Round Magazine[-]"
modmag_stanag_magpul_pmag_gen_m3_556x45_40Desc,"\nMagazine Size: [4FBE28]40[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: Firearms chambered in 5.56×45 & .300blk"
modmag_stanag_magpul_pmag_d_60_556x45_60,"[BB00FF]STANAG D-60 Drum Magazine[-]"
modmag_stanag_magpul_pmag_d_60_556x45_60Desc,"\nMagazine Size: [4FBE28]60[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: Firearms chambered in 5.56×45 & .300blk"
modmag_stanag_surefire_mag5_556x45_60,"[BB00FF]STANAG SureFire 60-Round Magazine[-]"
modmag_stanag_surefire_mag5_556x45_60Desc,"\nMagazine Size: [4FBE28]60[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: Firearms chambered in 5.56×45 & .300blk"
modmag_stanag_surefire_mag5_556x45_100,"[FFD700]STANAG SureFire 100-Round Magazine[-]"
modmag_stanag_surefire_mag5_556x45_100Desc,"\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: Firearms chambered in 5.56×45 & .300blk"
modmag_ak_molot_mag_223_556x45_45,"[004CFF]AK 5.56 Molot Arms 45-Round Magazine[-]"
modmag_ak_molot_mag_223_556x45_45Desc,"\nMagazine Size: [4FBE28]45[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: Velociraptor"
modmag_vss_tochmash_vss_val_9x39_30,"[004CFF]AS VAL 30-Round Magazine[-]"
modmag_vss_tochmash_vss_val_9x39_30Desc,"\nMagazine Size: [4FBE28]30[-]\n\nCompatibility: VSS Vintorez & AS VAL"
modmag_vss_tochmash_vss_val_9x39_45,"[BB00FF]AS VAL 45-Round Magazine[-]"
modmag_vss_tochmash_vss_val_9x39_45Desc,"\nMagazine Size: [4FBE28]40[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: VSS Vintorez & AS VAL"
modmag_ash12_ckib_127x55_40,"[BB00FF]ASh-12 40-Round Magazine[-]"
modmag_ash12_ckib_127x55_40Desc,"\nMagazine Size: [4FBE28]40[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: ASh-12"
modmag_ash12_ckib_127x55_60,"[FFD700]ASh-12 60-Round Magazine[-]"
modmag_ash12_ckib_127x55_60Desc,"\nMagazine Size: [4FBE28]60[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: ASh-12"
modmag_sword_mk18_pmag_338lm_20,"[FFD700]Sword Mk-18 20-Round Magazine[-]"
modmag_sword_mk18_pmag_338lm_20Desc,"\nMagazine Size: [4FBE28]20[-]\nReload Time: [FF4F33]+15%[-]\n\nCompatibility: Mk-18"
modmag_870_remington_magazine_extension_12g_10,"[09FF00]M870 11-Shell Magazine[-]"
modmag_870_remington_magazine_extension_12g_10Desc,"\nMagazine Size: [4FBE28]11[-]\n\nCompatibility: M870"
modmag_m3_benelli_std_12g_7,"[004CFF]M3 Benelli 7-Shell Magazine[-]"
modmag_m3_benelli_std_12g_7Desc,"\nMagazine Size: [4FBE28]7[-]\n\nCompatibility: M3 Benelli"
modmag_m3_tonisystem_magazine_extension_12g_13,"[004CFF]M3 Benelli 13-Shell Magazine[-]"
modmag_m3_tonisystem_magazine_extension_12g_13Desc,"\nMagazine Size: [4FBE28]13[-]\n\nCompatibility: M3 Benelli"
modmag_mr153_izhmeh_12g_8,"[004CFF]MP-153 9-Shell Magazine[-]"
modmag_mr153_izhmeh_12g_8Desc,"\nMagazine Size: [4FBE28]9[-]\n\nCompatibility: MP-153 & MP-155"
modmag_saiga12_maxrounds_powermag_20_12x76_20,"[BB00FF]Saiga-12K 20-Shell Drum Magazine[-]"
modmag_saiga12_maxrounds_powermag_20_12x76_20Desc,"\nMagazine Size: [4FBE28]20[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: Saiga-12K"
modmag_aa12_mps_aa12_drum_mag_12g_20,"[BB00FF]AA-12 20-Shell Drum Magazine[-]"
modmag_aa12_mps_aa12_drum_mag_12g_20Desc,"\nMagazine Size: [4FBE28]20[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: AA-12"
modmag_aa12_drum_mag_12g_32,"[FFD700]AA-12 32-Shell Drum Magazine[-]"
modmag_aa12_drum_mag_12g_32Desc,"\nMagazine Size: [4FBE28]32[-]\nReload Time: [FF4F33]+25%[-]\n\nCompatibility: AA-12"

modsilencer_tt_custom_noname_762x25tt,"[FFFFFF]TT-33 Sound Suppressor"
modsilencer_tt_custom_noname_762x25ttDesc,"\nRecoil: [4FBE28]-10%[-]\nErgonomics: [FF4F33]-10%[-]\nHipfire Accuracy: [FF4F33]-10%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: TT-33"
modsilencer_stechkin_aps_std_9x18pm,"[FFFFFF]Stechkin Silencer"
modsilencer_stechkin_aps_std_9x18pmDesc,"\nRecoil: [4FBE28]-10%[-]\nErgonomics: [FF4F33]-12%[-]\nHipfire Accuracy: [FF4F33]-12%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: Stechkin APS"
modsilencer_pp9_klin_custom_9x18pm,"[FFFFFF]PP-9 Klin Silencer"
modsilencer_pp9_klin_custom_9x18pmDesc,"\nRecoil: [4FBE28]-5%[-]\nErgonomics: [FF4F33]-10%[-]\nHipfire Accuracy: [FF4F33]-10%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: PP-9"
modsilencer_mount_silencerco_hybrid_46_multi,"[FFFFFF]SilencerCo 46 Multi"
modsilencer_mount_silencerco_hybrid_46_multiDesc,"\nRecoil: [4FBE28]-5%[-]\nErgonomics: [FF4F33]-18%[-]\nHipfire Accuracy: [FF4F33]-18%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: Most Firearms chambered in 9×19," 5.45×39," 5.56×45," 7.62×39 & 7.62×51"
modsilencer_all_silencerco_osprey_9_9x19,"[09FF00]SilencerCo Osprey 9[-]"
modsilencer_all_silencerco_osprey_9_9x19Desc,"\nRecoil: [4FBE28]-10%[-]\nErgonomics: [FF4F33]-10%[-]\nHipfire Accuracy: [FF4F33]-10%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: MP-5," MP9-N," PP-19-01," Vector 9," STM-9," Glock 17," P226R," M9A3"
modsilencer_all_sig_srd_9_9x19,"[004CFF]SIG SRD 9×19 Sound Suppressor [-]"
modsilencer_all_sig_srd_9_9x19Desc,"\nRecoil: [4FBE28]-15%[-]\nErgonomics: [FF4F33]-9%[-]\nHipfire Accuracy: [FF4F33]-9%[-]\nDurability Burn: [FF4F33]+20%[-]\n\nCompatibility: MP-5," MP9-N," PP-19-01," Vector 9," STM-9," Glock 17," P226R," M9A3"
modsilencer_uzi_pro_smg_custom_9x19,"[004CFF]UZI Pro Reinforced Silencer[-]"
modsilencer_uzi_pro_smg_custom_9x19Desc,"\nRecoil: [4FBE28]-25%[-]\nErgonomics: [FF4F33]-10%[-]\nHipfire Accuracy: [FF4F33]-10%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: UZI Pro SMG"
modsilencer_glock_fischer_development_fd917_9x19,"[FFFFFF]Glock Fischer Development Silencer"
modsilencer_glock_fischer_development_fd917_9x19Desc,""
modsilencer_mpx_ronin_12_inch_supressor_9x19,"[BB00FF]MPX-Ronin 12inch Supressor[-]"
modsilencer_mpx_ronin_12_inch_supressor_9x19Desc,"\nRecoil: [4FBE28]-20%[-]\nErgonomics: [FF4F33]-16%[-]\nHipfire Accuracy: [FF4F33]-16%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: SIG MPX"
modsilencer_sr1mp_tochmash_sr1mp_std_9x21,"[FFFFFF]SR-1MP Silencer"
modsilencer_sr1mp_tochmash_sr1mp_std_9x21Desc,"\nRecoil: [4FBE28]-10%[-]\nErgonomics: [FF4F33]-15%[-]\nHipfire Accuracy: [FF4F33]-15%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: SR-1MP"
modsilencer_sr2m_tochmash_suppressor_9x21,"[004CFF]SR-2M Sound Suppressor  (SV-1381)[-]"
modsilencer_sr2m_tochmash_suppressor_9x21Desc,"\nRecoil: [4FBE28]-15%[-]\nErgonomics: [FF4F33]-15%[-]\nHipfire Accuracy: [FF4F33]-15%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: SR-2M"
modsilencer_base_silencerco_omega_45k_1143x23,"[BB00FF]SilencerCo 45K Omega[-]"
modsilencer_base_silencerco_omega_45k_1143x23Desc,"\nRecoil: [4FBE28]-20%[-]\nErgonomics: [FF4F33]-10%[-]\nHipfire Accuracy: [FF4F33]-10%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: Vector 45," M45A1," M1911," USP 45"
modsilencer_ump_bt_ump_45_1143x23,"[09FF00]UMP-45 B&T Sound Suppressor [-]"
modsilencer_ump_bt_ump_45_1143x23Desc,"\nRecoil: [4FBE28]-10%[-]\nErgonomics: [FF4F33]-15%[-]\nHipfire Accuracy: [FF4F33]-15%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: UMP-45"
modsilencer_mp7_bt_rotex_2_46x30,"[004CFF]MP7 Rotex-II[-]"
modsilencer_mp7_bt_rotex_2_46x30Desc,"\nRecoil: [4FBE28]-15%[-]\nErgonomics: [FF4F33]-18%[-]\nHipfire Accuracy: [FF4F33]-18%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: MP7A1"
modsilencer_p90_fn_p90_attenuator_57x28,"[004CFF]P90 Attenuator Sound Suppressor [-]"
modsilencer_p90_fn_p90_attenuator_57x28Desc,"\nRecoil: [4FBE28]-15%[-]\nErgonomics: [FF4F33]-18%[-]\nHipfire Accuracy: [FF4F33]-18%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: P90"
modsilencer_hk_ucp_46x30,"[FFFFFF]UCP 'HK' Silencer"
